p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
PTMA	8.7840431747153e-18	0.319839311336332	1	1	1.37812853368108e-13	4	PTMA
PSMA4	4.45888346239126e-17	0.458090750764996	0.837	0.709	6.99554226414565e-13	4	PSMA4
TOP2B	1.02210898891264e-16	0.511312258908605	0.711	0.551	1.60358679270504e-12	4	TOP2B
ATP5G3	1.08374538219792e-16	0.409740103481113	0.83	0.681	1.70028813013031e-12	4	ATP5G3
C12orf571	1.42822735867174e-16	0.450244684985721	0.548	0.331	2.24074590302009e-12	4	C12orf57
AC090498.1	2.06697052301867e-16	0.6041572683102	0.778	0.676	3.24287005356398e-12	4	AC090498.1
OSTC	2.45764090886056e-16	0.395852571588054	0.719	0.541	3.85579282191134e-12	4	OSTC
YBX11	4.06348316249649e-16	0.331554667107975	0.985	0.974	6.37519873364075e-12	4	YBX1
RPS251	5.55774750263318e-16	0.255646608852484	1	0.999	8.7195500568812e-12	4	RPS25
H3F3A1	6.4918653053619e-16	0.268225945650677	1	0.999	1.01850874775823e-11	4	H3F3A
H2AFY	7.19610346719992e-16	0.525250840068688	0.874	0.768	1.128996672969e-11	4	H2AFY
LDHB	8.7594561222533e-16	0.445013543514365	0.859	0.709	1.37427107102032e-11	4	LDHB
RPL35A	1.54079493432967e-15	0.265622174628519	1	0.999	2.41735317246982e-11	4	RPL35A
GLRX	1.72396455313932e-15	0.504737179169618	0.693	0.527	2.70472798742028e-11	4	GLRX
SNRPE1	2.07628399805491e-15	0.399168969500705	0.807	0.619	3.25748196454835e-11	4	SNRPE
IFITM31	2.61436382220557e-15	0.334513590542965	0.496	0.275	4.10167540065831e-11	4	IFITM3
C5orf56	2.87352928849361e-15	0.362475190696839	0.419	0.224	4.50828010071763e-11	4	C5orf56
CALM3	4.1806308782706e-15	0.381180810029714	0.596	0.387	6.55899178491874e-11	4	CALM3
HPS4	4.82086578491862e-15	0.40961267903784	0.541	0.337	7.56345632995883e-11	4	HPS4
RPL262	6.74011923352039e-15	0.272102208477204	1	0.999	1.05745730654701e-10	4	RPL26
C4orf32	1.21756117768183e-14	0.273613565228305	0.256	0.106	1.91023173166503e-10	4	C4orf32
SNHG19	1.40352085424449e-14	0.297124101025556	0.344	0.165	2.20198386822418e-10	4	SNHG19
MAD2L1	2.03179805733836e-14	0.300114172113181	0.448	0.238	3.18768797215815e-10	4	MAD2L1
RPL221	6.11844295905271e-14	0.295854077679418	1	0.995	9.5992251584578e-10	4	RPL22
TXN1	6.39246835475586e-14	0.374756653768828	0.715	0.541	1.00291436017765e-09	4	TXN
H2AFV	1.21040194042089e-13	0.39996136355033	0.763	0.624	1.89899960432633e-09	4	H2AFV
HDGF	1.32981121887967e-13	0.294984367773164	0.452	0.255	2.08634082130031e-09	4	HDGF
RPL371	1.60232564254559e-13	0.258093489561259	1	1	2.51388870058978e-09	4	RPL37
SRP14	1.76413768137883e-13	0.266876454795889	1	0.98	2.76775560831524e-09	4	SRP14
ACP1	2.25044518394434e-13	0.327672697173722	0.6	0.394	3.53072344909027e-09	4	ACP1
IGFBP7	2.73584539160892e-13	0.312573831327564	0.289	0.133	4.29226783489523e-09	4	IGFBP7
CH17-373J23.1	3.19474069069598e-13	0.293757901173685	0.278	0.123	5.01222866963293e-09	4	CH17-373J23.1
CCNG1	7.88908254961493e-13	0.27365049378222	0.47	0.273	1.23771816120909e-08	4	CCNG1
HNRNPM	8.14557871063334e-13	0.411336474276867	0.804	0.705	1.27795984391126e-08	4	HNRNPM
RP11-620J15.3	8.8143184824743e-13	0.344716197841852	0.419	0.238	1.38287842671539e-08	4	RP11-620J15.3
SEC61G	1.03745594473789e-12	0.367558958529761	0.819	0.675	1.62766463169927e-08	4	SEC61G
HNRNPA2B1	1.55118460386392e-12	0.38496840388204	0.97	0.943	2.4336535250021e-08	4	HNRNPA2B1
COX4I1	1.63665469145637e-12	0.2811187842761	0.978	0.957	2.5677475454259e-08	4	COX4I1
RPL17	1.7044103342791e-12	0.340758563128809	0.915	0.822	2.67404937345048e-08	4	RPL17
SRP9	2.40885363272093e-12	0.427642480038364	0.756	0.636	3.77925046437587e-08	4	SRP9
RPL36	3.78007383948538e-12	0.252983524716733	1	0.999	5.93055784676862e-08	4	RPL36
EIF3E1	3.95182146216081e-12	0.307783399953137	0.981	0.933	6.2000126919841e-08	4	EIF3E
PTTG1	4.00586406371428e-12	0.427108180090137	0.363	0.197	6.28480012956134e-08	4	PTTG1
ATP5J2	5.06347560703665e-12	0.303771116405237	0.867	0.724	7.9440868798798e-08	4	ATP5J2
ATP1B3	5.55297853937638e-12	0.392108480130756	0.619	0.45	8.7120680304276e-08	4	ATP1B3
TRAM1	8.21769895522169e-12	0.368406681274612	0.585	0.407	1.28927478908473e-07	4	TRAM1
PFDN4	9.98744652955806e-12	0.292727862998626	0.485	0.302	1.56693048602236e-07	4	PFDN4
NBEAL11	1.15445802910563e-11	0.3426141956199	0.774	0.635	1.81122920186383e-07	4	NBEAL1
RSL24D1	1.25898002104681e-11	0.337864372379286	0.774	0.635	1.97521375502034e-07	4	RSL24D1
MYB1	1.78446388817145e-11	0.434132509485426	0.637	0.474	2.79964539415219e-07	4	MYB
RANBP1	1.9927021714625e-11	0.363405151757105	0.73	0.57	3.12635043680752e-07	4	RANBP1
CHCHD21	2.68512305917895e-11	0.288300216126469	0.959	0.908	4.21268956754586e-07	4	CHCHD2
TKT	2.72129143800894e-11	0.379675505169556	0.733	0.599	4.26943413709222e-07	4	TKT
C14orf2	3.31749325115738e-11	0.313639065632512	0.937	0.856	5.20481516174081e-07	4	C14orf2
NUCKS1	3.32010015153644e-11	0.45998667813344	0.763	0.625	5.20890512774553e-07	4	NUCKS1
MYC	4.27956986359034e-11	0.280422336958329	0.307	0.156	6.71421715898689e-07	4	MYC
EIF3L1	4.76447024497052e-11	0.30804634323396	0.804	0.693	7.47497736733424e-07	4	EIF3L
DARS	8.07518984298133e-11	0.279011107802487	0.448	0.272	1.26691653446534e-06	4	DARS
MRPS211	1.42150818292247e-10	0.266163486917364	0.448	0.27	2.23020418818706e-06	4	MRPS21
YWHAQ	1.55326407201691e-10	0.340084884118664	0.83	0.674	2.43691600258733e-06	4	YWHAQ
SRSF2	1.56584105927123e-10	0.355212802529795	0.822	0.721	2.45664803789064e-06	4	SRSF2
LDHA1	1.60341836008208e-10	0.385837555134682	0.726	0.607	2.51560306513278e-06	4	LDHA
H2AFZ	1.70594275109131e-10	0.386649184763123	0.933	0.882	2.67645358218715e-06	4	H2AFZ
RBM32	2.33656950032818e-10	0.309169890301276	0.859	0.701	3.66584388906488e-06	4	RBM3
TMEM1231	3.07855704796589e-10	0.345224008349964	0.685	0.512	4.82994815255368e-06	4	TMEM123
TMEM263	4.05977757879627e-10	0.273438166590499	0.437	0.27	6.36938504337347e-06	4	TMEM263
PSME21	4.74868290569696e-10	0.415009145406587	0.7	0.579	7.45020861074796e-06	4	PSME2
RBX1	5.12528922445223e-10	0.305915880777743	0.715	0.548	8.0410662642431e-06	4	RBX1
SPCS2	6.20577723957544e-10	0.338859722962382	0.722	0.583	9.73624391116991e-06	4	SPCS2
ZFAS11	6.41485117185521e-10	0.330386202810732	0.822	0.695	1.00642600035236e-05	4	ZFAS1
HNRNPF	6.6140202544615e-10	0.339600593981551	0.674	0.522	1.03767363772246e-05	4	HNRNPF
TUBA1B1	7.22358191975767e-10	0.407645682787072	0.937	0.871	1.13330776739078e-05	4	TUBA1B
ESD	1.04679026797638e-09	0.353106787881852	0.689	0.56	1.64230925142815e-05	4	ESD
SNRPD2	1.05727218099649e-09	0.322773121517216	0.815	0.727	1.6587543247654e-05	4	SNRPD2
CANX	1.06973839948268e-09	0.31834665665871	0.493	0.339	1.67831257494838e-05	4	CANX
RAN	1.23747705191841e-09	0.378521870249588	0.789	0.744	1.94147774675479e-05	4	RAN
LSM3	1.42432881340783e-09	0.289724039424438	0.667	0.505	2.23462947535554e-05	4	LSM3
UQCRHL	1.58658649550612e-09	0.269420600456309	0.3	0.163	2.48919555279956e-05	4	UQCRHL
PSMA6	1.59946829652962e-09	0.293156538355062	0.544	0.381	2.50940581042533e-05	4	PSMA6
NDUFA2	1.66173106310855e-09	0.302377102828986	0.633	0.495	2.607089864911e-05	4	NDUFA2
PAIP2	2.4473931788331e-09	0.351791267501801	0.763	0.677	3.83971515827125e-05	4	PAIP2
MIF1	2.69701800265478e-09	0.364066357896814	0.767	0.645	4.23135154436509e-05	4	MIF
SHFM1	3.11674713274345e-09	0.308004837878091	0.689	0.554	4.8898645765612e-05	4	SHFM1
YWHAE	3.81766840090415e-09	0.302877571702234	0.759	0.656	5.98953995417852e-05	4	YWHAE
VAMP82	4.15390917124429e-09	0.287415912299584	0.7	0.542	6.51706809876517e-05	4	VAMP8
ATP5C1	4.26796322036186e-09	0.288415629676054	0.767	0.653	6.69600749642572e-05	4	ATP5C1
HMGN3	5.04013080655258e-09	0.312296746769468	0.741	0.63	7.90746122240035e-05	4	HMGN3
ATP5I	5.33963077243462e-09	0.259655690381684	0.822	0.693	8.37734671887268e-05	4	ATP5I
COX8A	6.03183311250422e-09	0.307572650499462	0.756	0.647	9.46334297020788e-05	4	COX8A
SNRPD11	6.31060310712047e-09	0.268101612728415	0.756	0.588	9.90070521476131e-05	4	SNRPD1
USMG5	7.04063613140707e-09	0.305931047772494	0.767	0.659	0.000110460540265646	4	USMG5
C14orf166	8.69793562170382e-09	0.284434390949898	0.826	0.69	0.000136461911968911	4	C14orf166
JCHAIN1	1.20749783442257e-08	0.646230916208253	0.311	0.173	0.000189444335242557	4	JCHAIN
TCEB2	1.29663653786609e-08	0.251117200882383	0.848	0.786	0.00020342930642581	4	TCEB2
CNBP	1.29844738341426e-08	0.260376551347369	0.778	0.667	0.000203713409983864	4	CNBP
NGLY1	1.44411278960233e-08	0.253466605820247	0.47	0.314	0.00022656685556071	4	NGLY1
COX6A1	1.56207096143944e-08	0.280423811097495	0.848	0.77	0.000245073313140234	4	COX6A1
NDUFB4	1.64017084150173e-08	0.261251964260926	0.744	0.635	0.000257326403323206	4	NDUFB4
HNRNPK	2.17597282007725e-08	0.260165357259226	0.937	0.878	0.000341388375741919	4	HNRNPK
HNRNPH1	2.30331457451086e-08	0.421930795095564	0.659	0.537	0.000361367023595009	4	HNRNPH1
RNASEH2B	3.07521083151031e-08	0.361189743983454	0.648	0.523	0.000482469827355653	4	RNASEH2B
ERH	3.1598337320459e-08	0.262109244452238	0.87	0.786	0.000495746314220682	4	ERH
ZNF22	4.03020907482395e-08	0.291795822278796	0.637	0.501	0.00063229950174913	4	ZNF22
HNRNPR	4.37763879704799e-08	0.293283714752297	0.704	0.59	0.000686807750868859	4	HNRNPR
UBL5	4.50901418678119e-08	0.274637322211314	0.87	0.811	0.0007074192357641	4	UBL5
UBE2N	5.10772235930504e-08	0.270720348648111	0.504	0.367	0.000801350560951368	4	UBE2N
ATP5B	6.66937045547289e-08	0.274327807419078	0.763	0.683	0.00104635753075914	4	ATP5B
MTF21	7.18560779949271e-08	0.270075220388226	0.637	0.483	0.00112735000766241	4	MTF2
PCNP	7.67545189279121e-08	0.269717780475955	0.574	0.445	0.00120420164746001	4	PCNP
PTGES3	8.08129534797074e-08	0.304068417514766	0.796	0.686	0.00126787442714313	4	PTGES3
ANP32E	8.60566202592212e-08	0.272024088472468	0.378	0.245	0.00135014231524692	4	ANP32E
LGALS1	9.99886988527848e-08	0.919013800131145	0.393	0.274	0.00156872269630134	4	LGALS1
PPA11	1.12346996271979e-07	0.257830140831267	0.393	0.25	0.00176261202451107	4	PPA1
MT-ND51	1.41355537862716e-07	0.363285807072637	0.959	0.93	0.00221772703352815	4	MT-ND5
NREP	1.47591283089339e-07	0.290564656482321	0.415	0.282	0.00231555964038863	4	NREP
SRSF1	1.68135676960404e-07	0.25539593453828	0.467	0.333	0.00263788063583178	4	SRSF1
UQCR10	1.83951564006118e-07	0.2666447245135	0.767	0.698	0.00288601608769198	4	UQCR10
RP11-160E2.61	1.91201515669324e-07	0.263661971518591	0.422	0.279	0.00299976057933603	4	RP11-160E2.6
METAP2	1.9987663855569e-07	0.260968221659909	0.581	0.445	0.00313586458230022	4	METAP2
POLR2L	2.37998475213171e-07	0.272587201298075	0.748	0.63	0.00373395807761944	4	POLR2L
GNG11	3.21867529459974e-07	0.258068730471129	0.333	0.208	0.00504977966969753	4	GNG11
SEP15	3.7934639187943e-07	0.300053797047688	0.7	0.605	0.00595156554219638	4	SEP15
SNRPB1	5.70183095938067e-07	0.267581119574343	0.737	0.639	0.00894560259217233	4	SNRPB
HMGN11	5.99009530912543e-07	0.332444103562883	0.978	0.962	0.00939786053048689	4	HMGN1
LSM4	9.65632628863592e-07	0.273785673357439	0.548	0.425	0.0151498103142409	4	LSM4
HMGB3	1.08498929173424e-06	0.372284594655435	0.463	0.347	0.0170223969980184	4	HMGB3
COX7B	1.108302885323e-06	0.256632968530016	0.848	0.83	0.0173881639678326	4	COX7B
PCNA	2.15037701587726e-06	0.366679663454315	0.437	0.312	0.0337372650020983	4	PCNA
DUT	4.06896701985849e-06	0.313123524813911	0.7	0.605	0.0638380235745598	4	DUT
ARL6IP1	4.9408164190391e-06	0.306774551307688	0.459	0.35	0.0775164687983045	4	ARL6IP1
VIM2	5.0553818861385e-06	0.27922993829174	0.837	0.754	0.0793138864116269	4	VIM
FBXW7	6.0454795603914e-06	0.251384138146142	0.381	0.269	0.0948475288229808	4	FBXW7
AIF1	8.93163045779287e-06	0.283212153992845	0.567	0.453	0.140128350252312	4	AIF1
CCT4	2.79421111200746e-05	0.279817022921731	0.57	0.476	0.43838378136285	4	CCT4
LTB2	4.71214985519601e-05	0.266001214666554	0.648	0.533	0.739289190781702	4	LTB
DCK	8.96704091907851e-05	0.306625317580223	0.493	0.417	1	4	DCK
CMTM82	0.00010136776097301	0.351987248662844	0.463	0.371	1	4	CMTM8
UHRF11	0.000700941611016259	0.404691630061976	0.611	0.585	1	4	UHRF1
TMSB4X	0.00317479001973512	0.351780456261636	1	1	1	4	TMSB4X
ARPP211	0.00420378220100704	0.258486775731943	0.589	0.546	1	4	ARPP21
